source,track,archival_status,is_in_core_corpus,replaced_by_doi,matched_archival_id,matched_archival_doi,openalex_id,title,doi,type,publication_date,publication_year,is_watchlist_candidate,watchlist_tag,resilience_paradigm,cloud_context,cited_by_count,best_pdf_url
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411610542,Threat Modeling in Large-Scale Distributed Systems,10.63282/3050-922x.ijeret-v1i4p104,article,2020-01-01,2020,False,,Analytics,Unknown,8,https://ijeret.org/index.php/ijeret/article/download/127/117
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4320522363,Thermal prediction for energy management of clouds using a hybrid model based on CNN and stacking multi-layer bi-directional LSTM,10.1016/j.egyr.2023.01.032,article,2023-01-18,2023,False,,Analytics,GeneralCloud,21,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4389493188,Revolutionizing Disease Diagnosis: A Microservices-Based Architecture for Privacy-Preserving and Efficient IoT Data Analytics Using Federated Learning,10.1016/j.procs.2023.10.326,article,2023-01-01,2023,False,,ML,Unknown,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2998721262,Analysis of the Synergistic Effect of Data Analytics and Technology Trends in the AEC/FM Industry,10.1061/(asce)co.1943-7862.0001759,article,2019-12-23,2019,False,,ML,GeneralCloud,33,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1979375457,Adaptable Enterprise Architectures for Software Evolution of SmartLife Ecosystems,10.1109/edocw.2014.52,article,2014-09-01,2014,False,,Analytics,GeneralCloud,22,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1988705809,Dependability evaluation of cloud infrastructures,10.1109/smc.2014.6974091,article,2014-10-01,2014,False,,Analytics,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4400986050,Secure paths based trustworthy fault‐tolerant routing in data center networks,10.1002/cpe.8229,article,2024-07-25,2024,False,,Simulation,GeneralCloud,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cpe.8229
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4377042456,Cloud Services User’s Recommendation System Using Random Iterative Fuzzy-Based Trust Computation and Support Vector Regression,10.3390/math11102332,article,2023-05-17,2023,False,,ML,GeneralCloud,5,https://www.mdpi.com/2227-7390/11/10/2332/pdf?version=1684298707
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2300978682,Optimizing VM live migration strategy based on migration time cost modeling,10.1145/2881025.2881035,article,2016-03-14,2016,False,,Analytics,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4394565065,Satellite-terrestrial Integrated Computing and Artificial Intelligence as a Means of Achieving Handover Management,10.1109/ic2pct60090.2024.10486541,article,2024-02-09,2024,False,,ML,GeneralCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4384302765,Coverage Guided Fault Injection for Cloud Systems,10.1109/icse48619.2023.00186,article,2023-05-01,2023,False,,Chaos,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3165269657,Frisbee,10.1145/3447851.3458738,article,2021-04-25,2021,False,,Chaos,K8s,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2972143503,Optimization of Cloud Data Center using CloudSim – A methodology,10.1109/iccct2.2019.8824950,article,2019-02-01,2019,False,,Simulation,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2952553488,Toward SLAs Guaranteed Scalable VDC Provisioning in Cloud Data Centers,10.1109/access.2019.2923096,article,2019-01-01,2019,False,,Simulation,GeneralCloud,15,https://ieeexplore.ieee.org/ielx7/6287639/8600701/08736766.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4362496635,"Load Optimization Accessions, Ramification the QoS in Software Defined Networking",10.1109/aisc56616.2023.10085328,article,2023-01-27,2023,False,,ML,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2148742283,Exploring Data-Level Error Tolerance in High-Performance Solid-State Drives,10.1109/tr.2014.2354931,article,2014-09-24,2014,False,,Chaos,GeneralCloud,24,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411609575,Autonomous Cloud Operations: The Role of AI-Driven DevOps in Self-Healing Infrastructure,10.63282/3050-922x.ijeret-v4i1p108,article,2023-01-01,2023,False,,ML,GeneralCloud,1,https://ijeret.org/index.php/ijeret/article/download/151/140
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413843913,"Leveraging AWS CloudWatch, Nagios, and Splunk for Real-Time Cloud Observability",10.22399/ijcesen.3781,article,2025-08-29,2025,False,,ML,MultiCloud,1,https://ijcesen.com/index.php/ijcesen/article/download/3781/1072
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2046025553,Honeyguide: A VM Migration-Aware Network Topology for Saving Energy Consumption in Data Center Networks,10.1587/transinf.e96.d.2055,article,2013-01-01,2013,False,,Simulation,GeneralCloud,13,https://www.jstage.jst.go.jp/article/transinf/E96.D/9/E96.D_2055/_pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409171781,Exploring the Synergy Between Digital Twin Technology and Artificial Intelligence: A Comprehensive Survey,10.14569/ijacsa.2025.0160399,article,2025-01-01,2025,False,,Simulation,GeneralCloud,5,http://thesai.org/Downloads/Volume16No3/Paper_99-Exploring_the_Synergy_Between_Digital_Twin_Technology.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4387400396,End-to-End Service Availability in Heterogeneous Multi-Tier Cloud–Fog–Edge Networks,10.3390/fi15100329,article,2023-10-06,2023,False,,Analytics,Edge,7,https://www.mdpi.com/1999-5903/15/10/329/pdf?version=1696585846
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4242598204,Energy-efficient fault-tolerant scheduling in a fog-based smart monitoring application,10.1504/ijahuc.2021.112978,article,2021-01-01,2021,False,,Simulation,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4223941643,End-to-End Lip-Reading Open Cloud-Based Speech Architecture,10.3390/s22082938,article,2022-04-12,2022,False,,ML,GeneralCloud,12,https://www.mdpi.com/1424-8220/22/8/2938/pdf?version=1649759304
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408208088,"Securing U.S. national interests with cloud innovation: data sovereignty, threat intelligence and digital warfare preparedness",10.30574/ijsra.2024.12.1.1158,article,2024-06-30,2024,False,,ML,GeneralCloud,5,https://ijsra.net/sites/default/files/IJSRA-2024-1158.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4386159883,Serverless Cloud Functions - Opportunity in Chaos,10.1109/csci58124.2022.00239,article,2022-12-01,2022,False,,Chaos,Serverless,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407168528,Resource Adaptive Automated Task Scheduling Using Deep Deterministic Policy Gradient in Fog Computing,10.1109/access.2025.3539606,article,2025-01-01,2025,False,,ML,Edge,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3157389449,Malchain: Virtual Application Behaviour Profiling by Aggregated Microservice Data Exchange Graph,10.1109/cloudcom49646.2020.00004,article,2020-12-01,2020,False,,ML,Unknown,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392107391,Model-based reinforcement learning for service mesh fault resiliency in a web application-level,10.54254/2755-2721/43/20230817,article,2024-02-23,2024,False,,Chaos,Unknown,1,https://www.ewadirect.com/proceedings/ace/article/view/10344/pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405755472,Electric Vehicle Range Prediction using Random Forest Regression,10.1109/iceca63461.2024.10800848,article,2024-11-06,2024,False,,ML,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4396685294,"Securing the Digital Frontier: Strategies for Cloud Computing Security, Database Protection, and Comprehensive Penetration Testing",10.9734/jerr/2024/v26i61162,article,2024-05-06,2024,False,,Analytics,GeneralCloud,27,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2811077608,Integrated simulation testbed for security and resilience of CPS,10.1145/3167132.3167173,article,2018-04-09,2018,False,,Simulation,GeneralCloud,18,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4224991311,A Robust Security Task Offloading in Industrial IoT-Enabled Distributed Multi-Access Edge Computing,10.3389/frsip.2022.788943,article,2022-04-28,2022,False,,ML,Edge,11,https://www.frontiersin.org/articles/10.3389/frsip.2022.788943/pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409085331,Trends in Software Architecture Designs: Evolution and Current State,10.38124/ijisrt/25mar1311,article,2025-04-02,2025,False,,Analytics,Serverless,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3011774547,Load Balancing Scheme for the Public Cloud using Reinforcement Learning with Raven Roosting Optimization Policy (RROP),10.1109/csitss47250.2019.9031053,article,2019-12-01,2019,False,,ML,GeneralCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4412886097,Self-Healing Software Architectures in the Cloud: AI-Driven Detection and Recovery Mechanisms,10.55640/ijdsml-05-02-05,article,2025-08-04,2025,False,,ML,GeneralCloud,1,https://www.academicpublishers.org/journals/index.php/ijdsml/article/download/5839/6902/13601
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3102601435,Virtual machines migration game approach for multi‐tier application in infrastructure as a service cloud computing,10.1049/iet-net.2019.0204,article,2020-10-13,2020,False,,Analytics,GeneralCloud,13,https://ietresearch.onlinelibrary.wiley.com/doi/pdfdirect/10.1049/iet-net.2019.0204
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2793880899,Network System Structure Design for Data Centers in Large Enterprises Using Cloud Computing,10.4018/ijeis.2018040106,article,2018-03-22,2018,False,,Simulation,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405784995,FogROS2-FT: Fault Tolerant Cloud Robotics,10.1109/iros58592.2024.10802613,article,2024-10-14,2024,False,,Simulation,MultiCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414477205,"An Overview on the Landscape of Self-Adaptive Cloud Design and Operation Patterns: Goals, Strategies, Tooling, Evaluation, and Dataset Perspectives",10.3390/fi17100434,article,2025-09-24,2025,False,,ML,GeneralCloud,2,https://www.mdpi.com/1999-5903/17/10/434/pdf?version=1758706590
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2122516862,Clustering on the cloud,10.1145/2513534.2513546,article,2013-09-02,2013,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4200241616,A Reliability Optimization Framework for Public Cloud Services based on Markov Process and Hierarchical Correlation Modelling,10.1109/isssr53171.2021.00034,article,2021-09-01,2021,False,,Analytics,GeneralCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3042499096,Modelagem de falhas em nuvem Cloud Fault Modeling,10.23919/cisti49556.2020.9141061,article,2020-06-01,2020,False,,Analytics,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7117675659,Governed Autonomy in Reliability Engineering: Integrating Error Budgets with AI-Driven Remediation,10.51219/jaimld/srikanth-chakravarthy-vankayala/648,article,2023-05-20,2023,False,,Chaos,GeneralCloud,1,https://doi.org/10.51219/jaimld/srikanth-chakravarthy-vankayala/648
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408074204,Enhancing Resilience in Cloud-Native Architectures Using Well-Architected Principles,10.37082/ijirmps.v8.i6.232183,article,2020-12-08,2020,False,,Chaos,GeneralCloud,1,https://www.ijirmps.org/papers/2020/6/232183.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4391216960,Optimizing Cloud Environments: Machine Learning-Driven Virtual Machine Migration Strategies,10.1109/ictacs59847.2023.10389990,article,2023-11-01,2023,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411135735,Dense Wide Forward harmonic network to enhance load balancing and fault tolerance in cloud computing through deep learning-driven clustering,10.1016/j.engappai.2025.111267,article,2025-06-09,2025,False,,ML,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2798902637,Management of fault tolerance and traffic congestion in cloud data center,10.1109/icoiact.2018.8350692,article,2018-03-01,2018,False,,Simulation,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408358681,Enhancing Cybersecurity Through Fusion of Optimization With Deep Wavelet Neural Networks on Denial of Wallet Attack Detection in Serverless Computing,10.1109/access.2025.3550735,article,2025-01-01,2025,False,,ML,Serverless,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4245382377,A hybrid fault tolerance framework for SaaS services based on hidden Markov model,10.1504/ijrs.2019.097022,article,2018-12-15,2018,False,,Chaos,GeneralCloud,1,https://doi.org/10.1504/ijrs.2019.097022
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411759311,A Generative AI Framework for Autonomous Infrastructure Management in Cloud Operations,10.55041/isjem02027,article,2024-10-18,2024,False,,ML,Serverless,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7117517193,Modernizing Enterprise Analytics through Low-Code Automation and Cloud-Native Data Architectures,10.55220/2576-6759.v10i12.819,article,2025-12-25,2025,False,,ML,Serverless,1,https://ecsenet.com/index.php/2576-6759/article/download/819/330
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4384948837,Load Balancing in Cloud Computing: A Simulation-Based Evaluation,10.1109/cises58720.2023.10183622,article,2023-04-28,2023,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3108116583,Dynamic Workflow Scheduling based on Autonomic Fault-Tolerant Scheme Selection in Uncertain Cloud Environment,10.1109/isssr51244.2020.00015,article,2020-10-01,2020,False,,Analytics,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4383334037,A Simulation-Based Analysis Study of Different Data Centers’ Networks Employing MPLS technique as a Fault Tolerance Mechanism,10.1109/mi-sta57575.2023.10169411,article,2023-05-21,2023,False,,Simulation,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4376605566,RODAD: Resilience Oriented Decentralized Anomaly Detection for Urban Air Mobility Networks,10.1109/icns58246.2023.10124294,article,2023-04-18,2023,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4385241681,Availability analysis of redundant and replicated cloud services with Bayesian networks,10.1002/qre.3414,article,2023-07-24,2023,False,,Analytics,GeneralCloud,6,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/qre.3414
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403147435,Smart City Digital Twins: A Modular and Adaptive Architecture for Real-Time Data-Driven Urban Management,10.23919/cnsm62983.2024.10814627,article,2024-10-28,2024,False,,Simulation,Edge,7,https://hal.science/hal-04714708/document
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409344957,Enhancing Kubernetes Security with AI: Anomaly Detection for Cloud-Based Workloads,10.55041/isjem02746,article,2025-04-10,2025,False,,ML,K8s,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410830592,Self-Healing Infrastructure: Leveraging Reinforcement Learning for Autonomous Cloud Recovery and Enhanced Resilience,10.52783/jisem.v10i49s.9888,article,2025-05-22,2025,False,,ML,K8s,2,https://jisem-journal.com/index.php/journal/article/download/9888/4549
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402897283,Guardian of the Resiliency: Detecting Erroneous Software Changes Before They Make Your Microservice System Less Fault-Resilient,10.1109/iwqos61813.2024.10682951,article,2024-06-19,2024,False,,Chaos,Unknown,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2072076943,Distributed multipath routing for data center networks based on stochastic traffic modeling,10.1109/icnsc.2014.6819683,article,2014-04-01,2014,False,,Simulation,GeneralCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4406908843,Disaster Recovery in Cloud Computing: Site Reliability Engineering Strategies for Resilience and Business Continuity,10.54660/ijmor.2024.3.1.36-48,article,2024-01-01,2024,False,,Chaos,GeneralCloud,3,https://www.themanagementjournal.com/uploads/archives/20250128183841_MOR-2025-1-018.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2052850829,A Novel Method of Fault-Tolerant Decentralized Lookup Service for the Cloud Computing,10.1016/j.proeng.2012.01.472,article,2012-01-01,2012,False,,Simulation,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2142262896,Model Aggregation for Distributed Content Anomaly Detection,10.1145/2666652.2666660,article,2014-11-07,2014,False,,Analytics,GeneralCloud,13,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2169812183,SlapOS: A Multi-Purpose Distributed Cloud Operating System Based on an ERP Billing Model,10.1109/scc.2011.97,article,2011-07-01,2011,False,,Analytics,GeneralCloud,32,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3118873342,Implementation of Microservices Architecture on E-Commerce Web Service,10.21512/comtech.v11i2.6453,article,2020-12-16,2020,False,,Analytics,Unknown,8,https://journal.binus.ac.id/index.php/comtech/article/download/6453/3966
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4385193000,Predictive Design for Quality Assessment Employing Cloud Computing And Machine Learning,10.1109/icacite57410.2023.10182915,article,2023-05-12,2023,False,,ML,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2573586887,Mobility and Context-Aware Offloading in Mobile Cloud Computing,10.1109/uic-atc-scalcom-cbdcom-iop-smartworld.2016.0176,article,2016-07-01,2016,False,,Simulation,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2952971287,SimEDC: A Simulator for the Reliability Analysis of Erasure-Coded Data Centers,10.1109/tpds.2019.2921551,article,2019-06-07,2019,False,,Simulation,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4390190153,Unlocking Efficiency: Understanding End-to-End Performance in Distributed Analytics Pipelines,10.1109/milcom58377.2023.10356378,article,2023-10-30,2023,False,,ML,Edge,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4401416876,Enabling the Deployment of Any-Scale Robotic Applications in Microservice Architectures through Automated Containerization<sup>*</sup>,10.1109/icra57147.2024.10611586,article,2024-05-13,2024,False,,ML,Unknown,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2956090223,Comparative Study of Task Scheduling Algorithms through Cloudsim,10.1109/icrito.2018.8748514,article,2018-08-01,2018,False,,Simulation,GeneralCloud,22,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392877837,Real-time driver identification in IoV: A deep learning and cloud integration approach,10.1016/j.heliyon.2024.e28109,article,2024-03-16,2024,False,,ML,GeneralCloud,13,http://www.cell.com/article/S2405844024041409/pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2935943962,Elastic neural network method for load prediction in cloud computing grid,10.11591/ijece.v9i2.pp1201-1208,article,2019-04-01,2019,False,,Simulation,GeneralCloud,12,http://ijece.iaescore.com/index.php/IJECE/article/download/9283/11752
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2570926576,Energy consumption reduction by integrating Wireless Sensors and Actuators Networks Supervisory Controller with the Cloud Computing,10.1109/iecon.2016.7793863,article,2016-10-01,2016,False,,ML,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407410693,A Tutorial on Non-Terrestrial Networks: Towards Global and Ubiquitous 6G Connectivity,10.1561/1300000072,article,2025-02-12,2025,False,,ML,Edge,25,https://myresearchspace.uws.ac.uk/ws/files/62551807/2024_12_16_Jamshed_et_al_Tutorial_accepted.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7125009743,Grid Integration and Reliability Analysis of Electric Vehicle Charging Infrastructure in Weak Distribution Networks,10.32628/ijsrst2291347,article,2022-05-01,2022,False,,ML,GeneralCloud,6,https://ijsrst.com/paper/14261.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410244013,Cross-Cloud Continuity : A Scalable Framework for Resilient and Regulated Digital Infrastructure,10.32628/ijsrset2358717,article,2023-10-30,2023,False,,Analytics,Edge,1,https://ijsrset.com/paper/12349.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4412421382,A Unified Framework for Anomaly Detection and Root Cause Analysis in Microservice Systems,10.54097/1gw77589,article,2025-07-15,2025,False,,ML,Unknown,2,https://computer-life.org/index.php/ojs/article/download/10/10
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413738279,A Conceptual Framework for Automating Data Pipelines Using ELT Tools in Cloud-Native Environments,10.54660/.jfmr.2021.2.1.440-452,article,2021-01-01,2021,False,,ML,Serverless,1,https://www.multidisciplinaryfrontiers.com/uploads/archives/20250827121600_FMR-2025-2-076.1.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3180317186,Dependability and Sensitivity Analysis in Dense Data Center Networks,10.23919/cisti52073.2021.9476627,article,2021-06-23,2021,False,,Analytics,GeneralCloud,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2753010439,"A Cloud Storage Architecture for High Data Availability, Reliability, and Fault-tolerance",10.1145/3102304.3102323,article,2017-07-19,2017,False,,Simulation,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4396871515,NGMD: next generation malware detection in federated server with deep neural network model for autonomous networks,10.1038/s41598-024-61298-7,article,2024-05-13,2024,False,,ML,Edge,8,https://www.nature.com/articles/s41598-024-61298-7.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3109745405,Disaster Risk Management Through the DesignSafe Cyberinfrastructure,10.1007/s13753-020-00320-8,article,2020-11-26,2020,False,,Analytics,GeneralCloud,20,https://link.springer.com/content/pdf/10.1007/s13753-020-00320-8.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407001605,Effective Multi Cloud Security Using AI Technologies,10.14445/22312803/ijctt-v72i11p115,article,2024-11-30,2024,False,,ML,MultiCloud,2,https://ijcttjournal.org/Volume-72%20Issue-11/IJCTT-V72I11P115.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4367293717,Load Balancing in Distributed Cloud Computing: A Reinforcement Learning Algorithms in Heterogeneous Environment,10.17762/ijritcc.v11i2.6130,article,2023-03-10,2023,False,,ML,GeneralCloud,5,https://ijritcc.org/index.php/ijritcc/article/download/6130/5697
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408774785,AI-Augmented Predictive Analytics for Proactive Cloud Infrastructure Management,10.55662/jst.2024.5407,article,2024-08-29,2024,False,,ML,GeneralCloud,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2779047298,Multi-Dimensional Software Tool for OSS Project Management Considering Cloud with Big Data,10.1142/s0218539318500146,article,2017-12-20,2017,False,,Analytics,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2947803812,5G-Ready Multi-Failure Resilient and Cost-Effective Transport Networks,10.1109/jlt.2019.2920305,article,2019-05-31,2019,False,,Simulation,GeneralCloud,21,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392404462,An Internet of Things-based Predictive Maintenance Architecture for Intensive Care Unit Ventilators,10.14569/ijacsa.2024.0150294,article,2024-01-01,2024,False,,ML,GeneralCloud,8,http://thesai.org/Downloads/Volume15No2/Paper_94-An_Internet_of_Things_based_Predictive_Maintenance_Architecture.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2007958048,Elastic Power-Aware Resource Provisioning of Heterogeneous Workloads in Self-Sustainable Datacenters,10.1109/tc.2015.2428695,article,2015-05-01,2015,False,,Analytics,GeneralCloud,30,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414829797,Designing Real-Time Job Search Platforms with Redis Pub/Sub and Machine Learning Integration,10.63345/jqst.v1i3.115,article,2024-08-01,2024,False,,ML,Unknown,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4416617615,INTELLIGENT CONTROL AND SECURITY SYSTEMS IN CYBER-PHYSICAL AND CLOUD ENVIRONMENTS OF SMART GRID,10.28925/2663-4023.2025.30.956,article,2025-01-01,2025,False,,Simulation,Edge,2,https://csecurity.kubg.edu.ua/index.php/journal/article/download/956/791
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2902326211,CSBAuditor: Proactive Security Risk Analysis for Cloud Storage Broker Systems,10.1109/nca.2018.8548329,article,2018-11-01,2018,False,,Chaos,MultiCloud,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3168875412,FAULT TOLERANCE USING SELF-HEALING SLA AND LOAD BALANCED DYNAMIC RESOURCE PROVISIONING IN CLOUD COMPUTING,10.5455/jjcit.71-1620904727,article,2021-01-01,2021,False,,Simulation,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408092855,"AI-Powered Healthcare Tracker Development: Advancing Real-Time Patient Monitoring and Predictive Analytics Through Data-Driven Intelligence""",10.32996/jcsts.2023.5.4.24,article,2023-12-25,2023,False,,ML,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414306442,Self-Healing Autonomous Software Code Development,10.63282/3050-9246.ijetcsit-v3i4p105,article,2022-01-01,2022,False,,ML,Edge,1,https://ijetcsit.org/index.php/ijetcsit/article/download/344/295
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2895661291,An Efficient Predictive technique to Autoscale the Resources for Web applications in Private cloud,10.1109/aeeicb.2018.8480899,article,2018-02-01,2018,False,,ML,GeneralCloud,17,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413536851,On-device AI for climate-resilient farming with intelligent crop yield prediction using lightweight models on smart agricultural devices,10.1038/s41598-025-16014-4,article,2025-08-25,2025,False,,ML,GeneralCloud,7,https://www.nature.com/articles/s41598-025-16014-4.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4360764874,System-level Implications of Serverless: Workload Characterizing and Performance Understanding,10.1109/ispa-bdcloud-socialcom-sustaincom57177.2022.00049,article,2022-12-01,2022,False,,Analytics,K8s,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2898319348,Redundancy Mechanisms applied to improve the performance in cloud computing environments,10.26729/jadi.v4i1.2757,article,2018-10-18,2018,False,,Analytics,GeneralCloud,2,https://revista.univem.edu.br/jadi/article/download/2757/754
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3164308932,A modelling &amp; Simulation via CloudSim for Live Migration in Virtual Machines,10.1088/1757-899x/1116/1/012138,article,2021-04-01,2021,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2036984832,A Failure Recovery Solution for Transplanting High-Performance Data-Intensive Algorithms from the Cluster to the Cloud,10.1109/hpcc.and.euc.2013.207,article,2013-11-01,2013,False,,Analytics,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409357150,Synergistic Integration of 5G-Enabled Cloud Native Infrastructures With Advanced Technologies for Urban Safety Enhancement,10.1109/tce.2025.3560133,article,2025-04-11,2025,False,,ML,K8s,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402353247,Predictive Maintenance and Real Time Monitoring using IoT and Cloud Computing,10.1109/icipcn63822.2024.00141,article,2024-07-03,2024,False,,ML,GeneralCloud,9,
